LogMessage,LoggingStatement,LogTemplate,LogTemplate_fromLS
"17/06/09 20:10:58 INFO storage.BlockManager: Found block rdd_26_2 locally
","logInfo(s""Found block $blockId locally"")",Found block <*> locally,Found block <*> locally
"17/06/09 20:10:58 INFO python.PythonRunner: Times: total = 38, boot = -62, init = 100, finish = 0
","logInfo(s""Times: total = $totalTime, boot = $bootTime, init = $initTime, finish = $finishTime"")","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"17/06/09 20:10:58 INFO output.FileOutputCommitter: File Output Committer Algorithm version is 1
","logInfo(""File Output Committer Algorithm version is 1"")",File Output Committer Algorithm version is <*>,File Output Committer Algorithm version is 1
"17/06/09 20:10:58 INFO output.FileOutputCommitter: Saved output of task 'attempt_201706092018_0024_m_000160_1155' to hdfs://10.10.34.11:9000/pjhe/test/1/_temporary/0/task_201706092018_0024_m_000160
","logInfo(s""Saved output of task '$taskId' to $outputPath"")",Saved output of task '<*>' to <*>,Saved output of task '<*>' to <*>
"17/06/09 20:10:58 INFO mapred.SparkHadoopMapRedUtil: attempt_201706092018_0024_m_000160_1155: Committed
","logInfo(""attempt_$attemptId: Committed"")",<*>: Committed,attempt_<*>: Committed
"17/06/09 20:10:58 INFO executor.Executor: Finished task 160.0 in stage 24.0 (TID 1155). 2364 bytes result sent to driver
","logInfo(s""Finished task $taskNumber in stage $stageNumber (TID $taskID). $resultSize bytes result sent to driver"")",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
"17/06/09 20:10:58 INFO python.PythonRunner: Times: total = 38, boot = -45, init = 83, finish = 0
","logInfo(s""Times: total = $totalTime, boot = $bootTime, init = $initTime, finish = $finishTime"")","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"17/06/09 20:10:58 INFO python.PythonRunner: Times: total = 38, boot = -37, init = 75, finish = 0
","logInfo(s""Times: total = $totalTime, boot = $bootTime, init = $initTime, finish = $finishTime"")","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"17/06/09 20:10:58 INFO output.FileOutputCommitter: File Output Committer Algorithm version is 1
","logInfo(""File Output Committer Algorithm version is 1"")",File Output Committer Algorithm version is <*>,File Output Committer Algorithm version is 1
"17/06/09 20:10:58 INFO output.FileOutputCommitter: File Output Committer Algorithm version is 1
","logInfo(""File Output Committer Algorithm version is 1"")",File Output Committer Algorithm version is <*>,File Output Committer Algorithm version is 1
"17/06/09 20:10:58 INFO output.FileOutputCommitter: Saved output of task 'attempt_201706092018_0024_m_000163_1158' to hdfs://10.10.34.11:9000/pjhe/test/1/_temporary/0/task_201706092018_0024_m_000163
","logInfo(s""Saved output of task '$taskId' to $outputPath"")",Saved output of task '<*>' to <*>,Saved output of task '<*>' to <*>
"17/06/09 20:10:58 INFO mapred.SparkHadoopMapRedUtil: attempt_201706092018_0024_m_000163_1158: Committed
","logInfo(""attempt_${jobId}_${taskId}_${attemptId}: Committed"")",<*>: Committed,attempt_${jobId}_${taskId}_${attemptId}: Committed
"17/06/09 20:10:58 INFO output.FileOutputCommitter: Saved output of task 'attempt_201706092018_0024_m_000164_1159' to hdfs://10.10.34.11:9000/pjhe/test/1/_temporary/0/task_201706092018_0024_m_000164
","logInfo(s""Saved output of task '$taskId' to $outputPath"")",Saved output of task '<*>' to <*>,Saved output of task '<*>' to <*>
"17/06/09 20:10:58 INFO mapred.SparkHadoopMapRedUtil: attempt_201706092018_0024_m_000164_1159: Committed
","logInfo(""attempt_${jobId}_${taskId}_${attemptId}: Committed"")",<*>: Committed,attempt_${jobId}_${taskId}_${attemptId}: Committed
"17/06/09 20:10:58 INFO executor.Executor: Finished task 163.0 in stage 24.0 (TID 1158). 2364 bytes result sent to driver
","logInfo(s""Finished task $taskId in stage $stageId (TID $taskAttemptId). $resultSize bytes result sent to driver"")",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
"17/06/09 20:10:58 INFO executor.Executor: Finished task 164.0 in stage 24.0 (TID 1159). 2364 bytes result sent to driver
","logInfo(s""Finished task $taskNumber in stage $stageNumber (TID $taskID). $resultSize bytes result sent to driver"")",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
"17/06/09 20:10:58 INFO python.PythonRunner: Times: total = 37, boot = -54, init = 91, finish = 0
","logInfo(s""Times: total = $totalTime, boot = $bootTime, init = $initTime, finish = $finishTime"")","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"17/06/09 20:10:58 INFO python.PythonRunner: Times: total = 37, boot = -62, init = 99, finish = 0
","logInfo(s""Times: total = $totalTime, boot = $bootTime, init = $initTime, finish = $finishTime"")","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"17/06/09 20:10:58 INFO output.FileOutputCommitter: File Output Committer Algorithm version is 1
","logInfo(""File Output Committer Algorithm version is 1"")",File Output Committer Algorithm version is <*>,File Output Committer Algorithm version is 1
"17/06/09 20:10:58 INFO output.FileOutputCommitter: File Output Committer Algorithm version is 1
","logInfo(""File Output Committer Algorithm version is 1"")",File Output Committer Algorithm version is <*>,File Output Committer Algorithm version is 1
"17/06/09 20:10:58 INFO output.FileOutputCommitter: Saved output of task 'attempt_201706092018_0024_m_000162_1157' to hdfs://10.10.34.11:9000/pjhe/test/1/_temporary/0/task_201706092018_0024_m_000162
","logInfo(s""Saved output of task '$taskId' to $outputPath"")",Saved output of task '<*>' to <*>,Saved output of task '<*>' to <*>
"17/06/09 20:10:58 INFO mapred.SparkHadoopMapRedUtil: attempt_201706092018_0024_m_000162_1157: Committed
","logInfo(""attempt_${jobId}_${taskType}_${taskAttemptId}: Committed"")",<*>: Committed,attempt_${jobId}_${taskType}_${taskAttemptId}: Committed
"17/06/09 20:10:58 INFO output.FileOutputCommitter: Saved output of task 'attempt_201706092018_0024_m_000161_1156' to hdfs://10.10.34.11:9000/pjhe/test/1/_temporary/0/task_201706092018_0024_m_000161
","logInfo(s""Saved output of task '$taskId' to $outputPath"")",Saved output of task '<*>' to <*>,Saved output of task '<*>' to <*>
"17/06/09 20:10:58 INFO mapred.SparkHadoopMapRedUtil: attempt_201706092018_0024_m_000161_1156: Committed
","logInfo(""attempt_${jobId}_${taskId}_${attemptId}: Committed"")",<*>: Committed,attempt_${jobId}_${taskId}_${attemptId}: Committed
"17/06/09 20:10:58 INFO executor.Executor: Finished task 162.0 in stage 24.0 (TID 1157). 2364 bytes result sent to driver
","logInfo(s""Finished task $taskNumber in stage $stageNumber (TID $taskID). $resultSize bytes result sent to driver"")",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
"17/06/09 20:10:58 INFO executor.Executor: Finished task 161.0 in stage 24.0 (TID 1156). 2364 bytes result sent to driver
","logInfo(s""Finished task $taskId in stage $stageId (TID $taskAttemptId). $resultSize bytes result sent to driver"")",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
"17/06/09 20:10:58 INFO executor.CoarseGrainedExecutorBackend: Got assigned task 1166
","logInfo(""Got assigned task "" + taskId)",Got assigned task <*>,Got assigned task 
"17/06/09 20:10:58 INFO executor.CoarseGrainedExecutorBackend: Got assigned task 1180
","logInfo(s""Got assigned task $taskId"")",Got assigned task <*>,Got assigned task <*>
"17/06/09 20:10:58 INFO executor.Executor: Running task 0.0 in stage 25.0 (TID 1166)
","logInfo(s""Running task $taskId in stage $stageId (TID $taskAttemptId)"")",Running task <*> in stage <*> (TID <*>),Running task <*> in stage <*> (TID <*>)
"17/06/09 20:10:58 INFO executor.Executor: Running task 1.0 in stage 25.0 (TID 1180)
","logInfo(s""Running task $taskId in stage $stageId (TID $taskAttemptId)"")",Running task <*> in stage <*> (TID <*>),Running task <*> in stage <*> (TID <*>)
"17/06/09 20:10:58 INFO executor.CoarseGrainedExecutorBackend: Got assigned task 1194
","logInfo(s""Got assigned task $taskId"")",Got assigned task <*>,Got assigned task <*>
"17/06/09 20:10:58 INFO executor.Executor: Running task 2.0 in stage 25.0 (TID 1194)
","logInfo(s""Running task $taskId in stage $stageId (TID $taskAttemptId)"")",Running task <*> in stage <*> (TID <*>),Running task <*> in stage <*> (TID <*>)
"17/06/09 20:10:58 INFO executor.CoarseGrainedExecutorBackend: Got assigned task 1198
","logInfo(s""Got assigned task $taskId"")",Got assigned task <*>,Got assigned task <*>
"17/06/09 20:10:58 INFO executor.Executor: Running task 3.0 in stage 25.0 (TID 1198)
","logInfo(s""Running task $taskId in stage $stageId (TID $taskAttemptId)"")",Running task <*> in stage <*> (TID <*>),Running task <*> in stage <*> (TID <*>)
"17/06/09 20:10:58 INFO executor.CoarseGrainedExecutorBackend: Got assigned task 1199
","logInfo(s""Got assigned task $taskId"")",Got assigned task <*>,Got assigned task <*>
"17/06/09 20:10:58 INFO executor.Executor: Running task 4.0 in stage 25.0 (TID 1199)
","logInfo(s""Running task $taskId in stage $stageId (TID $taskAttemptId)"")",Running task <*> in stage <*> (TID <*>),Running task <*> in stage <*> (TID <*>)
"17/06/09 20:10:58 INFO broadcast.TorrentBroadcast: Started reading broadcast variable 34
","logInfo(s""Started reading broadcast variable $variableId"")",Started reading broadcast variable <*>,Started reading broadcast variable <*>
"17/06/09 20:10:58 INFO storage.MemoryStore: Block broadcast_34_piece0 stored as bytes in memory (estimated size 28.8 KB, free 515.7 KB)
","logInfo(s""Block $blockName stored as bytes in memory (estimated size $estimatedSize, free $freeMemory)"")","Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block <*> stored as bytes in memory (estimated size <*>, free <*>)"
"17/06/09 20:10:58 INFO broadcast.TorrentBroadcast: Reading broadcast variable 34 took 9 ms
","logInfo(s""Reading broadcast variable $variableName took $timeMs ms"")",Reading broadcast variable <*> took <*> ms,Reading broadcast variable <*> took <*> ms
"17/06/09 20:10:58 INFO storage.MemoryStore: Block broadcast_34 stored as values in memory (estimated size 77.4 KB, free 593.1 KB)
","logInfo(s""Block $blockId stored as $storageLevel in memory (estimated size $estimatedSize, free $freeMemory)"")","Block <*> stored as values in memory (estimated size <*>, free <*>)","Block <*> stored as <*> in memory (estimated size <*>, free <*>)"
"17/06/09 20:10:58 INFO storage.BlockManager: Found block rdd_30_4 locally
","logInfo(s""Found block $blockId locally"")",Found block <*> locally,Found block <*> locally
"17/06/09 20:10:58 INFO storage.BlockManager: Found block rdd_30_3 locally
","logInfo(s""Found block $blockId locally"")",Found block <*> locally,Found block <*> locally
"17/06/09 20:10:58 INFO storage.BlockManager: Found block rdd_30_2 locally
","logInfo(s""Found block $blockId locally"")",Found block <*> locally,Found block <*> locally
"17/06/09 20:10:58 INFO storage.BlockManager: Found block rdd_30_1 locally
","logInfo(s""Found block $blockId locally"")",Found block <*> locally,Found block <*> locally
"17/06/09 20:10:58 INFO storage.BlockManager: Found block rdd_30_0 locally
","logInfo(s""Found block $blockId locally"")",Found block <*> locally,Found block <*> locally
"17/06/09 20:10:59 INFO output.FileOutputCommitter: File Output Committer Algorithm version is 1
","logInfo(""File Output Committer Algorithm version is 1"")",File Output Committer Algorithm version is <*>,File Output Committer Algorithm version is 1
"17/06/09 20:10:59 INFO output.FileOutputCommitter: File Output Committer Algorithm version is 1
","logInfo(""File Output Committer Algorithm version is 1"")",File Output Committer Algorithm version is <*>,File Output Committer Algorithm version is 1
"17/06/09 20:10:59 INFO output.FileOutputCommitter: File Output Committer Algorithm version is 1
","logInfo(""File Output Committer Algorithm version is 1"")",File Output Committer Algorithm version is <*>,File Output Committer Algorithm version is 1
"17/06/09 20:10:59 INFO python.PythonRunner: Times: total = 38, boot = -727, init = 765, finish = 0
","logInfo(s""Times: total = $totalTime, boot = $bootTime, init = $initTime, finish = $finishTime"")","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"17/06/09 20:10:59 INFO output.FileOutputCommitter: File Output Committer Algorithm version is 1
","logInfo(""File Output Committer Algorithm version is 1"")",File Output Committer Algorithm version is <*>,File Output Committer Algorithm version is 1
"17/06/09 20:10:59 INFO output.FileOutputCommitter: File Output Committer Algorithm version is 1
","logInfo(""File Output Committer Algorithm version is 1"")",File Output Committer Algorithm version is <*>,File Output Committer Algorithm version is 1
"17/06/09 20:10:59 INFO python.PythonRunner: Times: total = 41, boot = -707, init = 748, finish = 0
","logInfo(s""Times: total = $totalTime, boot = $bootTime, init = $initTime, finish = $finishTime"")","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"17/06/09 20:10:59 INFO python.PythonRunner: Times: total = 39, boot = -700, init = 739, finish = 0
","logInfo(s""Times: total = $totalTime, boot = $bootTime, init = $initTime, finish = $finishTime"")","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"17/06/09 20:10:59 INFO python.PythonRunner: Times: total = 39, boot = -690, init = 729, finish = 0
","logInfo(s""Times: total = $totalTime, boot = $bootTime, init = $initTime, finish = $finishTime"")","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"17/06/09 20:10:59 INFO python.PythonRunner: Times: total = 41, boot = -699, init = 740, finish = 0
","logInfo(s""Times: total = $totalTime, boot = $bootTime, init = $initTime, finish = $finishTime"")","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"17/06/09 20:10:59 INFO output.FileOutputCommitter: Saved output of task 'attempt_201706092018_0025_m_000004_1199' to hdfs://10.10.34.11:9000/pjhe/test/2/_temporary/0/task_201706092018_0025_m_000004
","logInfo(s""Saved output of task '$taskId' to $outputPath"")",Saved output of task '<*>' to <*>,Saved output of task '<*>' to <*>
"17/06/09 20:10:59 INFO mapred.SparkHadoopMapRedUtil: attempt_201706092018_0025_m_000004_1199: Committed
","logInfo(""Committed $taskAttemptId"")",<*>: Committed,Committed <*>
"17/06/09 20:10:59 INFO executor.Executor: Finished task 4.0 in stage 25.0 (TID 1199). 2364 bytes result sent to driver
","logInfo(s""Finished task $taskNumber in stage $stageNumber (TID $taskID). $resultSize bytes result sent to driver"")",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
"17/06/09 20:10:59 INFO output.FileOutputCommitter: Saved output of task 'attempt_201706092018_0025_m_000003_1198' to hdfs://10.10.34.11:9000/pjhe/test/2/_temporary/0/task_201706092018_0025_m_000003
","logInfo(s""Saved output of task '$taskId' to $outputPath"")",Saved output of task '<*>' to <*>,Saved output of task '<*>' to <*>
"17/06/09 20:10:59 INFO mapred.SparkHadoopMapRedUtil: attempt_201706092018_0025_m_000003_1198: Committed
","logInfo(""attempt_${jobId}_${taskType}_${taskAttemptId}: Committed"")",<*>: Committed,attempt_${jobId}_${taskType}_${taskAttemptId}: Committed
"17/06/09 20:10:59 INFO output.FileOutputCommitter: Saved output of task 'attempt_201706092018_0025_m_000000_1166' to hdfs://10.10.34.11:9000/pjhe/test/2/_temporary/0/task_201706092018_0025_m_000000
","logInfo(s""Saved output of task '$taskId' to $outputPath"")",Saved output of task '<*>' to <*>,Saved output of task '<*>' to <*>
"17/06/09 20:10:59 INFO mapred.SparkHadoopMapRedUtil: attempt_201706092018_0025_m_000000_1166: Committed
","logInfo(""Committed attempt_201706092018_0025_m_000000_1166"")",<*>: Committed,Committed attempt_201706092018_0025_m_000000_1166
"17/06/09 20:10:59 INFO output.FileOutputCommitter: Saved output of task 'attempt_201706092018_0025_m_000002_1194' to hdfs://10.10.34.11:9000/pjhe/test/2/_temporary/0/task_201706092018_0025_m_000002
","logInfo(s""Saved output of task '$taskId' to $outputPath"")",Saved output of task '<*>' to <*>,Saved output of task '<*>' to <*>
"17/06/09 20:10:59 INFO output.FileOutputCommitter: Saved output of task 'attempt_201706092018_0025_m_000001_1180' to hdfs://10.10.34.11:9000/pjhe/test/2/_temporary/0/task_201706092018_0025_m_000001
","logInfo(s""Saved output of task '$taskId' to $outputPath"")",Saved output of task '<*>' to <*>,Saved output of task '<*>' to <*>
"17/06/09 20:10:59 INFO mapred.SparkHadoopMapRedUtil: attempt_201706092018_0025_m_000002_1194: Committed
","logInfo(""attempt_$attemptId: Committed"")",<*>: Committed,attempt_<*>: Committed
"17/06/09 20:10:59 INFO mapred.SparkHadoopMapRedUtil: attempt_201706092018_0025_m_000001_1180: Committed
","logInfo(""attempt_${jobId}_${taskId}_${attemptId}: Committed"")",<*>: Committed,attempt_${jobId}_${taskId}_${attemptId}: Committed
"17/06/09 20:10:59 INFO executor.Executor: Finished task 3.0 in stage 25.0 (TID 1198). 2364 bytes result sent to driver
","logInfo(s""Finished task $taskNumber in stage $stageNumber (TID $taskID). $resultSize bytes result sent to driver"")",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
"17/06/09 20:10:59 INFO executor.Executor: Finished task 0.0 in stage 25.0 (TID 1166). 2364 bytes result sent to driver
","logInfo(s""Finished task $taskId in stage $stageId (TID $taskAttemptId). $resultSize bytes result sent to driver"")",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
"17/06/09 20:10:59 INFO executor.Executor: Finished task 2.0 in stage 25.0 (TID 1194). 2364 bytes result sent to driver
","logInfo(s""Finished task $taskId in stage $stageId (TID $taskAttemptId). $resultSize bytes result sent to driver"")",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
"17/06/09 20:10:59 INFO executor.Executor: Finished task 1.0 in stage 25.0 (TID 1180). 2364 bytes result sent to driver
","logInfo(s""Finished task $taskId in stage $stageId (TID $taskAttemptId). $resultSize bytes result sent to driver"")",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
"17/06/09 20:11:07 INFO executor.CoarseGrainedExecutorBackend: Got assigned task 1200
","logInfo(""Got assigned task $taskId"")",Got assigned task <*>,Got assigned task <*>
"17/06/09 20:11:07 INFO executor.CoarseGrainedExecutorBackend: Got assigned task 1201
","logInfo(""Got assigned task $taskId"")",Got assigned task <*>,Got assigned task <*>
"17/06/09 20:11:07 INFO executor.Executor: Running task 0.0 in stage 26.0 (TID 1200)
","logInfo(s""Running task $taskId in stage $stageId (TID $taskAttemptId)"")",Running task <*> in stage <*> (TID <*>),Running task <*> in stage <*> (TID <*>)
"17/06/09 20:11:07 INFO executor.Executor: Running task 1.0 in stage 26.0 (TID 1201)
","logInfo(s""Running task $taskId in stage $stageId (TID $taskAttemptId)"")",Running task <*> in stage <*> (TID <*>),Running task <*> in stage <*> (TID <*>)
"17/06/09 20:11:07 INFO executor.CoarseGrainedExecutorBackend: Got assigned task 1202
","logInfo(s""Got assigned task $taskId"")",Got assigned task <*>,Got assigned task <*>
"17/06/09 20:11:07 INFO executor.Executor: Running task 2.0 in stage 26.0 (TID 1202)
","logInfo(s""Running task $taskId in stage $stageId (TID $taskAttemptId)"")",Running task <*> in stage <*> (TID <*>),Running task <*> in stage <*> (TID <*>)
"17/06/09 20:11:07 INFO executor.CoarseGrainedExecutorBackend: Got assigned task 1203
","logInfo(s""Got assigned task $taskId"")",Got assigned task <*>,Got assigned task <*>
"17/06/09 20:11:07 INFO executor.Executor: Running task 3.0 in stage 26.0 (TID 1203)
","logInfo(s""Running task $taskId in stage $stageId (TID $taskAttemptId)"")",Running task <*> in stage <*> (TID <*>),Running task <*> in stage <*> (TID <*>)
"17/06/09 20:11:07 INFO executor.CoarseGrainedExecutorBackend: Got assigned task 1204
","logInfo(""Got assigned task $taskId"")",Got assigned task <*>,Got assigned task <*>
"17/06/09 20:11:07 INFO executor.Executor: Running task 4.0 in stage 26.0 (TID 1204)
","logInfo(s""Running task $taskNumber in stage $stageNumber (TID $taskID)"")",Running task <*> in stage <*> (TID <*>),Running task <*> in stage <*> (TID <*>)
"17/06/09 20:11:07 INFO broadcast.TorrentBroadcast: Started reading broadcast variable 37
","logInfo(s""Started reading broadcast variable $variableId"")",Started reading broadcast variable <*>,Started reading broadcast variable <*>
"17/06/09 20:11:07 INFO storage.MemoryStore: Block broadcast_37_piece0 stored as bytes in memory (estimated size 5.2 KB, free 569.5 KB)
","logInfo(s""Block $blockName stored as bytes in memory (estimated size $estimatedSize, free $freeMemory)"")","Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block <*> stored as bytes in memory (estimated size <*>, free <*>)"
"17/06/09 20:11:07 INFO broadcast.TorrentBroadcast: Reading broadcast variable 37 took 14 ms
","logInfo(s""Reading broadcast variable $variableId took $usedTimeMs ms"")",Reading broadcast variable <*> took <*> ms,Reading broadcast variable <*> took <*> ms
"17/06/09 20:11:07 INFO storage.MemoryStore: Block broadcast_37 stored as values in memory (estimated size 8.8 KB, free 500.9 KB)
","logInfo(s""Block $blockId stored as $storageLevel in memory (estimated size $estimatedSize, free $freeMemory)"")","Block <*> stored as values in memory (estimated size <*>, free <*>)","Block <*> stored as <*> in memory (estimated size <*>, free <*>)"
"17/06/09 20:11:07 INFO spark.CacheManager: Partition rdd_42_0 not found, computing it
","logInfo(s""Partition $partitionId not found, computing it"")","Partition <*> not found, computing it","Partition <*> not found, computing it"
"17/06/09 20:11:07 INFO rdd.HadoopRDD: Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:0+7292
","logInfo(s""Input split: $inputSplit"")",Input split: <*>,Input split: <*>
"17/06/09 20:11:07 INFO broadcast.TorrentBroadcast: Started reading broadcast variable 36
","logInfo(s""Started reading broadcast variable $variableId"")",Started reading broadcast variable <*>,Started reading broadcast variable <*>
"17/06/09 20:11:07 INFO spark.CacheManager: Partition rdd_42_4 not found, computing it
","logInfo(s""Partition $partitionId not found, computing it"")","Partition <*> not found, computing it","Partition <*> not found, computing it"
"17/06/09 20:11:07 INFO rdd.HadoopRDD: Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:29168+7292
","logInfo(s""Input split: $inputSplit"")",Input split: <*>,Input split: <*>
"17/06/09 20:11:07 INFO spark.CacheManager: Partition rdd_42_3 not found, computing it
","logInfo(s""Partition $partitionId not found, computing it"")","Partition <*> not found, computing it","Partition <*> not found, computing it"
"17/06/09 20:11:07 INFO rdd.HadoopRDD: Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:21876+7292
","logInfo(s""Input split: $inputSplit"")",Input split: <*>,Input split: <*>
"17/06/09 20:11:07 INFO spark.CacheManager: Partition rdd_42_2 not found, computing it
","logInfo(s""Partition $partitionId not found, computing it"")","Partition <*> not found, computing it","Partition <*> not found, computing it"
"17/06/09 20:11:07 INFO rdd.HadoopRDD: Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:14584+7292
","logInfo(s""Input split: $inputSplit"")",Input split: <*>,Input split: <*>
"17/06/09 20:11:07 INFO spark.CacheManager: Partition rdd_42_1 not found, computing it
","logInfo(s""Partition $partitionId not found, computing it"")","Partition <*> not found, computing it","Partition <*> not found, computing it"
"17/06/09 20:11:07 INFO rdd.HadoopRDD: Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:7292+7292
","logInfo(s""Input split: $inputSplit"")",Input split: <*>,Input split: <*>
"17/06/09 20:11:07 INFO storage.MemoryStore: Block broadcast_36_piece0 stored as bytes in memory (estimated size 21.4 KB, free 522.3 KB)
","logInfo(s""Block $blockName stored as bytes in memory (estimated size $estimatedSize, free $freeMemory)"")","Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block <*> stored as bytes in memory (estimated size <*>, free <*>)"
"17/06/09 20:11:07 INFO broadcast.TorrentBroadcast: Reading broadcast variable 36 took 11 ms
","logInfo(s""Reading broadcast variable $variableId took $usedTimeMs ms"")",Reading broadcast variable <*> took <*> ms,Reading broadcast variable <*> took <*> ms
"17/06/09 20:11:07 INFO storage.MemoryStore: Block broadcast_36 stored as values in memory (estimated size 281.6 KB, free 803.9 KB)
","logInfo(s""Block $blockId stored as $storageLevel in memory (estimated size $estimatedSize, free $freeMemory)"")","Block <*> stored as values in memory (estimated size <*>, free <*>)","Block <*> stored as <*> in memory (estimated size <*>, free <*>)"
"17/06/09 20:11:07 INFO python.PythonRunner: Times: total = 47, boot = -8758, init = 8800, finish = 5
","logInfo(s""Times: total = $totalTime, boot = $bootTime, init = $initTime, finish = $finishTime"")","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"17/06/09 20:11:07 INFO storage.MemoryStore: Block rdd_42_0 stored as bytes in memory (estimated size 913.0 B, free 804.8 KB)
","logInfo(s""Block $blockId stored as bytes in memory (estimated size $estimatedSize, free $freeMemory)"")","Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block <*> stored as bytes in memory (estimated size <*>, free <*>)"
"17/06/09 20:11:07 INFO python.PythonRunner: Times: total = 55, boot = -8764, init = 8814, finish = 5
","logInfo(s""Times: total = $totalTime, boot = $bootTime, init = $initTime, finish = $finishTime"")","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"17/06/09 20:11:07 INFO python.PythonRunner: Times: total = 55, boot = -8768, init = 8818, finish = 5
","logInfo(s""Times: total = $totalTime, boot = $bootTime, init = $initTime, finish = $finishTime"")","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"17/06/09 20:11:07 INFO python.PythonRunner: Times: total = 59, boot = -8772, init = 8826, finish = 5
","logInfo(s""Times: total = $totalTime, boot = $bootTime, init = $initTime, finish = $finishTime"")","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"17/06/09 20:11:07 INFO python.PythonRunner: Times: total = 60, boot = -8772, init = 8827, finish = 5
","logInfo(s""Times: total = $totalTime, boot = $bootTime, init = $initTime, finish = $finishTime"")","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"17/06/09 20:11:07 INFO storage.MemoryStore: Block rdd_42_4 stored as bytes in memory (estimated size 890.0 B, free 805.7 KB)
","logInfo(s""Block $blockId stored as bytes in memory (estimated size $estimatedSize, free $freeMemory)"")","Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block <*> stored as bytes in memory (estimated size <*>, free <*>)"
"17/06/09 20:11:07 INFO storage.MemoryStore: Block rdd_42_2 stored as bytes in memory (estimated size 850.0 B, free 806.5 KB)
","logInfo(s""Block $blockId stored as bytes in memory (estimated size $estimatedSize, free $freeMemory)"")","Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block <*> stored as bytes in memory (estimated size <*>, free <*>)"
"17/06/09 20:11:07 INFO storage.MemoryStore: Block rdd_42_1 stored as bytes in memory (estimated size 935.0 B, free 807.4 KB)
","logInfo(s""Block $blockId stored as bytes in memory (estimated size $estimatedSize, free $freeMemory)"")","Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block <*> stored as bytes in memory (estimated size <*>, free <*>)"
