LogMessage,LogStatement,LogTemplate,LogTemplate_fromLS
"2016-09-28 04:30:32, Info                  CBS    Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
","log_printf(""Failed to get next element [HRESULT = %d - CBS_E_MANIFEST_INVALID_ITEM]"", 0x800f080d)",Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM]
"2016-09-28 04:30:32, Info                  CBS    Warning: Unrecognized packageExtended attribute.
","log_printf(""Warning: Unrecognized packageExtended attribute."")",Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.
"2016-09-28 04:30:32, Info                  CBS    Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
","log_printf(""Expecting attribute name [HRESULT = %d - CBS_E_MANIFEST_INVALID_ITEM]"", 0x800f080d)",Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM]
"2016-09-28 04:30:32, Info                  CBS    Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
","log_printf(""Failed to get next element [HRESULT = %d - CBS_E_MANIFEST_INVALID_ITEM]"")",Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM]
"2016-09-28 04:30:32, Info                  CBS    Warning: Unrecognized packageExtended attribute.
","log_printf(""Warning: Unrecognized packageExtended attribute."")",Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.
"2016-09-28 04:30:32, Info                  CBS    Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
","log_printf(""Expecting attribute name [HRESULT = %d - CBS_E_MANIFEST_INVALID_ITEM]"", 0x800f080d)",Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM]
"2016-09-28 04:30:32, Info                  CBS    Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
","log_printf(""Failed to get next element [HRESULT = %d - CBS_E_MANIFEST_INVALID_ITEM]"")",Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM]
"2016-09-28 04:30:32, Info                  CBS    Warning: Unrecognized packageExtended attribute.
","log_printf(""Warning: Unrecognized packageExtended attribute."")",Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.
"2016-09-28 04:30:32, Info                  CBS    Warning: Unrecognized packageExtended attribute.
","log_printf(""Warning: Unrecognized packageExtended attribute."")",Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.
"2016-09-28 04:30:32, Info                  CBS    Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
","log_printf(""Expecting attribute name [HRESULT = %d - CBS_E_MANIFEST_INVALID_ITEM]"")",Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM]
"2016-09-28 04:30:32, Info                  CBS    Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
","log_printf(""Failed to get next element [HRESULT = %d - CBS_E_MANIFEST_INVALID_ITEM]"", 0x800f080d)",Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM]
"2016-09-28 04:30:32, Info                  CBS    Warning: Unrecognized packageExtended attribute.
","log_printf(""Warning: Unrecognized packageExtended attribute."")",Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.
"2016-09-28 04:30:32, Info                  CBS    Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
","log_printf(""Expecting attribute name [HRESULT = %d - CBS_E_MANIFEST_INVALID_ITEM]"")",Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM]
"2016-09-28 04:30:32, Info                  CBS    Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
","log_printf(""Failed to get next element [HRESULT = %d - CBS_E_MANIFEST_INVALID_ITEM]"")",Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM]
"2016-09-28 04:30:32, Info                  CBS    Warning: Unrecognized packageExtended attribute.
","log_printf(""Warning: Unrecognized packageExtended attribute."")",Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.
"2016-09-28 04:30:32, Info                  CBS    Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
","log_printf(""Expecting attribute name [HRESULT = %d - CBS_E_MANIFEST_INVALID_ITEM]"", 0x800f080d)",Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM]
"2016-09-28 04:30:32, Info                  CBS    Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
","log_printf(""Failed to get next element [HRESULT = %d - CBS_E_MANIFEST_INVALID_ITEM]"")",Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM]
"2016-09-28 04:30:32, Info                  CBS    Warning: Unrecognized packageExtended attribute.
","log_printf(""Warning: Unrecognized packageExtended attribute."")",Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.
"2016-09-28 04:30:32, Info                  CBS    Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
","log_printf(""Expecting attribute name [HRESULT = %d - CBS_E_MANIFEST_INVALID_ITEM]"", 0x800f080d)",Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM]
"2016-09-28 04:30:32, Info                  CBS    Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
","log_printf(""Failed to get next element [HRESULT = %d - CBS_E_MANIFEST_INVALID_ITEM]"")",Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM]
"2016-09-28 04:30:32, Info                  CBS    Warning: Unrecognized packageExtended attribute.
","log_printf(""Warning: Unrecognized packageExtended attribute."")",Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.
"2016-09-28 04:30:32, Info                  CBS    Warning: Unrecognized packageExtended attribute.
","log_printf(""Warning: Unrecognized packageExtended attribute."")",Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.
"2016-09-28 04:30:32, Info                  CBS    Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
","log_printf(""Expecting attribute name [HRESULT = %d - CBS_E_MANIFEST_INVALID_ITEM]"")",Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM]
"2016-09-28 04:30:32, Info                  CBS    Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
","log_printf(""Failed to get next element [HRESULT = %d - CBS_E_MANIFEST_INVALID_ITEM]"")",Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM]
"2016-09-28 04:30:32, Info                  CBS    Warning: Unrecognized packageExtended attribute.
","log_printf(""Warning: Unrecognized packageExtended attribute."")",Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.
"2016-09-28 04:30:32, Info                  CBS    Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
","log_printf(""Expecting attribute name [HRESULT = %d - CBS_E_MANIFEST_INVALID_ITEM]"", 0x800f080d)",Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM]
"2016-09-28 04:30:32, Info                  CBS    Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
","log_printf(""Failed to get next element [HRESULT = %d - CBS_E_MANIFEST_INVALID_ITEM]"", 0x800f080d)",Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM]
"2016-09-28 04:30:32, Info                  CBS    Warning: Unrecognized packageExtended attribute.
","log_printf(""Warning: Unrecognized packageExtended attribute."")",Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.
"2016-09-28 04:30:32, Info                  CBS    Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
","log_printf(""Expecting attribute name [HRESULT = %d - CBS_E_MANIFEST_INVALID_ITEM]"", 0x800f080d)",Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM]
"2016-09-28 04:30:32, Info                  CBS    Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
","log_printf(""Failed to get next element [HRESULT = %d - CBS_E_MANIFEST_INVALID_ITEM]"", 0x800f080d)",Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM]
"2016-09-28 04:30:32, Info                  CBS    Warning: Unrecognized packageExtended attribute.
","log_printf(""Warning: Unrecognized packageExtended attribute."")",Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.
"2016-09-28 04:30:32, Info                  CBS    Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
","log_printf(""Expecting attribute name [HRESULT = %d - CBS_E_MANIFEST_INVALID_ITEM]"", 0x800f080d)",Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM]
"2016-09-28 04:30:32, Info                  CBS    Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
","log_printf(""Failed to get next element [HRESULT = %d - CBS_E_MANIFEST_INVALID_ITEM]"", 0x800f080d)",Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM]
"2016-09-28 04:30:32, Info                  CBS    Warning: Unrecognized packageExtended attribute.
","log_printf(""Warning: Unrecognized packageExtended attribute."")",Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.
"2016-09-28 04:30:32, Info                  CBS    Warning: Unrecognized packageExtended attribute.
","log_printf(""Warning: Unrecognized packageExtended attribute."")",Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.
"2016-09-28 04:30:32, Info                  CBS    Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
","log_printf(""Expecting attribute name [HRESULT = %d - CBS_E_MANIFEST_INVALID_ITEM]"", 0x800f080d)",Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM]
"2016-09-28 04:30:32, Info                  CBS    Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
","log_printf(""Failed to get next element [HRESULT = %d - CBS_E_MANIFEST_INVALID_ITEM]"")",Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM]
"2016-09-28 04:30:32, Info                  CBS    Warning: Unrecognized packageExtended attribute.
","log_printf(""Warning: Unrecognized packageExtended attribute."")",Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.
"2016-09-28 04:30:32, Info                  CBS    Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
","log_printf(""Expecting attribute name [HRESULT = %d - CBS_E_MANIFEST_INVALID_ITEM]"")",Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM]
"2016-09-28 04:30:32, Info                  CBS    Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
","log_printf(""Failed to get next element [HRESULT = %d - CBS_E_MANIFEST_INVALID_ITEM]"", 0x800f080d)",Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM]
"2016-09-28 04:30:32, Info                  CBS    Warning: Unrecognized packageExtended attribute.
","log_printf(""Warning: Unrecognized packageExtended attribute."")",Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.
"2016-09-28 04:30:32, Info                  CBS    Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
","log_printf(""Expecting attribute name [HRESULT = %d - CBS_E_MANIFEST_INVALID_ITEM]"", 0x800f080d)",Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM]
"2016-09-28 04:30:32, Info                  CBS    Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
","log_printf(""Failed to get next element [HRESULT = %d - CBS_E_MANIFEST_INVALID_ITEM]"", 0x800f080d)",Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM]
"2016-09-28 04:30:32, Info                  CBS    Warning: Unrecognized packageExtended attribute.
","log_printf(""Warning: Unrecognized packageExtended attribute."")",Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.
"2016-09-28 04:30:32, Info                  CBS    Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
","log_printf(""Expecting attribute name [HRESULT = %d - CBS_E_MANIFEST_INVALID_ITEM]"")",Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM]
"2016-09-28 04:30:32, Info                  CBS    Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
","log_printf(""Failed to get next element [HRESULT = %d - CBS_E_MANIFEST_INVALID_ITEM]"")",Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM]
"2016-09-28 04:30:32, Info                  CBS    Warning: Unrecognized packageExtended attribute.
","log_printf(""Warning: Unrecognized packageExtended attribute."")",Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.
"2016-09-28 04:30:32, Info                  CBS    Warning: Unrecognized packageExtended attribute.
","log_printf(""Warning: Unrecognized packageExtended attribute."")",Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.
"2016-09-28 04:30:32, Info                  CBS    Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
","log_printf(""Expecting attribute name [HRESULT = %d - CBS_E_MANIFEST_INVALID_ITEM]"", 0x800f080d)",Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM]
"2016-09-28 04:30:32, Info                  CBS    Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
","log_printf(""Failed to get next element [HRESULT = %d - CBS_E_MANIFEST_INVALID_ITEM]"")",Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM]
"2016-09-28 04:30:32, Info                  CBS    Warning: Unrecognized packageExtended attribute.
","log_printf(""Warning: Unrecognized packageExtended attribute."")",Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.
"2016-09-28 04:30:32, Info                  CBS    Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
","log_printf(""Expecting attribute name [HRESULT = %d - CBS_E_MANIFEST_INVALID_ITEM]"")",Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM]
"2016-09-28 04:30:32, Info                  CBS    Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
","log_printf(""Failed to get next element [HRESULT = %d - CBS_E_MANIFEST_INVALID_ITEM]"", 0x800f080d)",Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM]
"2016-09-28 04:30:32, Info                  CBS    Warning: Unrecognized packageExtended attribute.
","log_printf(""Warning: Unrecognized packageExtended attribute."")",Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.
"2016-09-28 04:30:32, Info                  CBS    Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
","log_printf(""Expecting attribute name [HRESULT = %d - CBS_E_MANIFEST_INVALID_ITEM]"", 0x800f080d)",Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM]
"2016-09-28 04:30:32, Info                  CBS    Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
","log_printf(""Failed to get next element [HRESULT = %d - CBS_E_MANIFEST_INVALID_ITEM]"", 0x800f080d)",Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM]
"2016-09-28 04:30:32, Info                  CBS    Warning: Unrecognized packageExtended attribute.
","log_printf(""Warning: Unrecognized packageExtended attribute."")",Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.
"2016-09-28 04:30:32, Info                  CBS    Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
","log_printf(""Expecting attribute name [HRESULT = %d - CBS_E_MANIFEST_INVALID_ITEM]"", 0x800f080d)",Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM]
"2016-09-28 04:30:32, Info                  CBS    Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
","log_printf(""Failed to get next element [HRESULT = %d - CBS_E_MANIFEST_INVALID_ITEM]"", 0x800f080d)",Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM]
"2016-09-28 04:30:32, Info                  CBS    Warning: Unrecognized packageExtended attribute.
","log_printf(""Warning: Unrecognized packageExtended attribute."")",Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.
"2016-09-28 04:30:32, Info                  CBS    Warning: Unrecognized packageExtended attribute.
","log_printf(""Warning: Unrecognized packageExtended attribute."")",Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.
"2016-09-28 04:30:32, Info                  CBS    Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
","log_printf(""Expecting attribute name [HRESULT = %d - CBS_E_MANIFEST_INVALID_ITEM]"", 0x800f080d)",Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM]
"2016-09-28 04:30:32, Info                  CBS    Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
","log_printf(""Failed to get next element [HRESULT = %d - CBS_E_MANIFEST_INVALID_ITEM]"", 0x800f080d)",Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM]
"2016-09-28 04:30:32, Info                  CBS    Warning: Unrecognized packageExtended attribute.
","log_printf(""Warning: Unrecognized packageExtended attribute."")",Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.
"2016-09-28 04:30:32, Info                  CBS    Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
","log_printf(""Expecting attribute name [HRESULT = %d - CBS_E_MANIFEST_INVALID_ITEM]"", 0x800f080d)",Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM]
"2016-09-28 04:30:32, Info                  CBS    Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
","log_printf(""Failed to get next element [HRESULT = %d - CBS_E_MANIFEST_INVALID_ITEM]"")",Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM]
"2016-09-28 04:30:32, Info                  CBS    Warning: Unrecognized packageExtended attribute.
","log_printf(""Warning: Unrecognized packageExtended attribute."")",Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.
"2016-09-28 04:30:32, Info                  CBS    Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
","log_printf(""Expecting attribute name [HRESULT = %d - CBS_E_MANIFEST_INVALID_ITEM]"", 0x800f080d)",Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM]
"2016-09-28 04:30:32, Info                  CBS    Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
","log_printf(""Failed to get next element [HRESULT = %d - CBS_E_MANIFEST_INVALID_ITEM]"", 0x800f080d)",Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM]
