LogMessage,LoggingStatement,LogTemplate,LogTemplate_fromLS
"03-17 16:13:46.187  2227  2227 I StackScrollAlgorithm: state.clipTopAmount:180, i:0
","Log.i(TAG, ""state.clipTopAmount:{}, i:{}"");","state.clipTopAmount:<*>, i:<*>","state.clipTopAmount:{}, i:{}"
"03-17 16:13:46.187  2227  2227 I StackScrollAlgorithm: updateClipping isOverlap:true, getTopPadding=333.0, Translation=-529.0
","Log.i(TAG, ""updateClipping isOverlap:%b, getTopPadding=%.1f, Translation=%.1f"");","updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>","updateClipping isOverlap:<*>, getTopPadding=%.1f, Translation=%.1f"
"03-17 16:13:46.187  2227  2227 I StackScrollAlgorithm: updateDimmedActivatedHideSensitive overlap:true
","Log.i(TAG, ""updateDimmedActivatedHideSensitive overlap:true"");",updateDimmedActivatedHideSensitive overlap:<*>,updateDimmedActivatedHideSensitive overlap:true
"03-17 16:13:46.232  1702  8289 W ActivityManager: getRunningAppProcesses: caller 10113 does not hold REAL_GET_TASKS; limiting output
","Log.w(""ActivityManager"", ""getRunningAppProcesses: caller %d does not hold REAL_GET_TASKS; limiting output"", 10113);",getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,ActivityManager
"03-17 16:13:46.240  2227  2227 I PhoneStatusBar: setSystemUiVisibility vis=40000600 mask=ffffffff oldVal=40000500 newVal=40000600 diff=300 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 720, 1280), dockedStackBounds=Rect(0, 0 - 0, 0)
","Log.i(TAG, ""setSystemUiVisibility vis=%s mask=%s oldVal=%s newVal=%s diff=%s fullscreenStackVis=%s dockedStackVis=%s, fullscreenStackBounds=Rect(%s, %s - %s, %s), dockedStackBounds=Rect(%s, %s - %s, %s)"");","setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)","setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)"
"03-17 16:13:46.240  2227  2227 I PhoneStatusBar: notifyUiVisibilityChanged:vis=0x40000600, SystemUiVisibility=0x40000600
","Log.i(TAG, ""notifyUiVisibilityChanged:vis=0x%s, SystemUiVisibility=0x%s"", vis, SystemUiVisibility);","notifyUiVisibilityChanged:vis=<*>, SystemUiVisibility=<*>","notifyUiVisibilityChanged:vis=0x<*>, SystemUiVisibility=0x<*>"
"03-17 16:13:46.241  2227  2227 I PhoneStatusBar: suspendAutohide
","Log.i(TAG, ""suspendAutohide"");",suspendAutohide,suspendAutohide
"03-17 16:13:46.242  2227  2227 I PanelView: onExpandingStarted
","Log.i(TAG, ""onExpandingStarted"");",onExpandingStarted,onExpandingStarted
"03-17 16:13:46.250  2227  2227 I PhoneStatusBar: suspendAutohide
","Log.i(TAG, ""suspendAutohide"");",suspendAutohide,suspendAutohide
"03-17 16:13:46.250  2227  2227 I PanelView: onTrackingStarted
","Log.i(TAG, ""onTrackingStarted"");",onTrackingStarted,onTrackingStarted
"03-17 16:13:46.277  1702 14640 I WindowManager: Destroying surface Surface(name=com.tencent.qt.qtl/com.tencent.qt.qtl.activity.info.NewsDetailXmlActivity) called by com.android.server.wm.WindowStateAnimator.destroySurface:2060 com.android.server.wm.WindowStateAnimator.destroySurfaceLocked:913 com.android.server.wm.WindowState.removeLocked:1554 com.android.server.wm.WindowManagerService.removeWindowInnerLocked:2739 com.android.server.wm.WindowManagerService.removeWindowInnerLocked:2702 com.android.server.wm.WindowManagerService.removeWindowLocked:2691 com.android.server.wm.WindowManagerService.removeWindowLocked:2560 com.android.server.wm.WindowManagerService.removeWindow:2555 
","```java
Log.i(""WindowManager"", ""Destroying surface Surface(name=com.tencent.qt.qtl/com.tencent.qt.qtl.activity.info.NewsDetailXmlActivity) called by com.android.server.wm.WindowStateAnimator.destroySurface:2060 com.android.server.wm.WindowStateAnimator.destroySurfaceLocked:913 com.android.server.wm.WindowState.removeLocked:1554 com.android.server.wm.WindowManagerService.removeWindowInnerLocked:2739 com.android.server.wm.WindowManagerService.removeWindowInnerLocked:2702 com.android.server.wm.WindowManagerService.removeWindowLocked:2691 com.android.server.wm.WindowManagerService.removeWindowLocked:2560 com.android.server.wm.WindowManagerService.removeWindow:2555"");
```",Destroying surface Surface(name=<*>) called by <*>,WindowManager
"03-17 16:13:46.285  2227  2227 I PhoneStatusBar: suspendAutohide
","Log.i(TAG, ""suspendAutohide"");",suspendAutohide,suspendAutohide
"03-17 16:13:46.290  2227  2227 I StackScrollAlgorithm: overlapAmount:146.0, previousNotificationEnd:0.0, newYTranslation:-146.0, location:4, i:0, getTopPadding:333.0, getLocationOnScreen():-479
","Log.i(TAG, ""overlapAmount:%f, previousNotificationEnd:%f, newYTranslation:%f, location:%d, i:%d, getTopPadding:%f, getLocationOnScreen():%d"", 146.0, 0.0, -146.0, 4, 0, 333.0, -479);","overlapAmount:<*>, previousNotificationEnd:<*>, newYTranslation:<*>, location:<*>, i:<*>, getTopPadding:<*>, getLocationOnScreen():<*>","overlapAmount:<*>, previousNotificationEnd:<*>, newYTranslation:<*>, location:<*>, i:<*>, getTopPadding:<*>, getLocationOnScreen():<*>"
"03-17 16:13:46.290  2227  2227 I StackScrollAlgorithm: state.clipTopAmount:130, i:0
","Log.i(TAG, ""state.clipTopAmount:{}, i:{}"");","state.clipTopAmount:<*>, i:<*>","state.clipTopAmount:{}, i:{}"
"03-17 16:13:46.290  2227  2227 I StackScrollAlgorithm: updateClipping isOverlap:true, getTopPadding=333.0, Translation=-479.0
","Log.i(TAG, ""updateClipping isOverlap:%b, getTopPadding=%.1f, Translation=%.1f"");","updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>","updateClipping isOverlap:<*>, getTopPadding=%.1f, Translation=%.1f"
"03-17 16:13:46.291  2227  2227 I StackScrollAlgorithm: updateDimmedActivatedHideSensitive overlap:true
","Log.i(TAG, ""updateDimmedActivatedHideSensitive overlap:true"");",updateDimmedActivatedHideSensitive overlap:<*>,updateDimmedActivatedHideSensitive overlap:true
"03-17 16:13:46.304  2227  2227 I PhoneStatusBar: suspendAutohide
","Log.i(TAG, ""suspendAutohide"");",suspendAutohide,suspendAutohide
"03-17 16:13:46.306  2227  2227 I StackScrollAlgorithm: overlapAmount:119.0, previousNotificationEnd:0.0, newYTranslation:-119.0, location:4, i:0, getTopPadding:333.0, getLocationOnScreen():-452
","Log.i(TAG, ""overlapAmount:%f, previousNotificationEnd:%f, newYTranslation:%f, location:%d, i:%d, getTopPadding:%f, getLocationOnScreen():%d"", 119.0, 0.0, -119.0, 4, 0, 333.0, -452);","overlapAmount:<*>, previousNotificationEnd:<*>, newYTranslation:<*>, location:<*>, i:<*>, getTopPadding:<*>, getLocationOnScreen():<*>","overlapAmount:<*>, previousNotificationEnd:<*>, newYTranslation:<*>, location:<*>, i:<*>, getTopPadding:<*>, getLocationOnScreen():<*>"
"03-17 16:13:46.306  2227  2227 I StackScrollAlgorithm: state.clipTopAmount:103, i:0
","Log.i(TAG, ""state.clipTopAmount:"" + state.clipTopAmount + "", i:"" + i);","state.clipTopAmount:<*>, i:<*>",state.clipTopAmount:
"03-17 16:13:46.306  2227  2227 I StackScrollAlgorithm: updateClipping isOverlap:true, getTopPadding=333.0, Translation=-452.0
","Log.i(TAG, ""updateClipping isOverlap:%b, getTopPadding=%.1f, Translation=%.1f"", true, 333.0, -452.0);","updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>","updateClipping isOverlap:<*>, getTopPadding=%.1f, Translation=%.1f"
"03-17 16:13:46.306  2227  2227 I StackScrollAlgorithm: updateDimmedActivatedHideSensitive overlap:true
","Log.i(TAG, ""updateDimmedActivatedHideSensitive overlap:true"");",updateDimmedActivatedHideSensitive overlap:<*>,updateDimmedActivatedHideSensitive overlap:true
"03-17 16:13:46.317  2227  2227 I PhoneStatusBar: suspendAutohide
","Log.i(TAG, ""suspendAutohide"");",suspendAutohide,suspendAutohide
"03-17 16:13:46.318  2227  2227 I StackScrollAlgorithm: overlapAmount:85.0, previousNotificationEnd:0.0, newYTranslation:-85.0, location:4, i:0, getTopPadding:333.0, getLocationOnScreen():-418
","Log.i(TAG, ""overlapAmount:%f, previousNotificationEnd:%f, newYTranslation:%f, location:%d, i:%d, getTopPadding:%f, getLocationOnScreen():%d"", 85.0, 0.0, -85.0, 4, 0, 333.0, -418);","overlapAmount:<*>, previousNotificationEnd:<*>, newYTranslation:<*>, location:<*>, i:<*>, getTopPadding:<*>, getLocationOnScreen():<*>","overlapAmount:<*>, previousNotificationEnd:<*>, newYTranslation:<*>, location:<*>, i:<*>, getTopPadding:<*>, getLocationOnScreen():<*>"
"03-17 16:13:46.318  2227  2227 I StackScrollAlgorithm: state.clipTopAmount:69, i:0
","Log.i(TAG, ""state.clipTopAmount:{}, i:{}"");","state.clipTopAmount:<*>, i:<*>","state.clipTopAmount:{}, i:{}"
"03-17 16:13:46.318  2227  2227 I StackScrollAlgorithm: updateClipping isOverlap:true, getTopPadding=333.0, Translation=-418.0
","Log.i(TAG, ""updateClipping isOverlap:%b, getTopPadding=%.1f, Translation=%.1f"", true, 333.0, -418.0);","updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>","updateClipping isOverlap:<*>, getTopPadding=%.1f, Translation=%.1f"
"03-17 16:13:46.318  2227  2227 I StackScrollAlgorithm: updateDimmedActivatedHideSensitive overlap:true
","Log.i(TAG, ""updateDimmedActivatedHideSensitive overlap:true"");",updateDimmedActivatedHideSensitive overlap:<*>,updateDimmedActivatedHideSensitive overlap:true
"03-17 16:13:46.338  2227  2227 I PhoneStatusBar: suspendAutohide
","Log.i(TAG, ""suspendAutohide"");",suspendAutohide,suspendAutohide
"03-17 16:13:46.339  2227  2227 I StackScrollAlgorithm: overlapAmount:46.0, previousNotificationEnd:0.0, newYTranslation:-46.0, location:4, i:0, getTopPadding:333.0, getLocationOnScreen():-379
","Log.i(TAG, ""overlapAmount:%f, previousNotificationEnd:%f, newYTranslation:%f, location:%d, i:%d, getTopPadding:%f, getLocationOnScreen():%d"", overlapAmount, previousNotificationEnd, newYTranslation, location, i, getTopPadding, getLocationOnScreen());","overlapAmount:<*>, previousNotificationEnd:<*>, newYTranslation:<*>, location:<*>, i:<*>, getTopPadding:<*>, getLocationOnScreen():<*>","overlapAmount:<*>, previousNotificationEnd:<*>, newYTranslation:<*>, location:<*>, i:<*>, getTopPadding:<*>, getLocationOnScreen():<*>"
"03-17 16:13:46.339  2227  2227 I StackScrollAlgorithm: state.clipTopAmount:30, i:0
","Log.i(TAG, ""state.clipTopAmount:{}, i:{}"");","state.clipTopAmount:<*>, i:<*>","state.clipTopAmount:{}, i:{}"
"03-17 16:13:46.339  2227  2227 I StackScrollAlgorithm: updateClipping isOverlap:true, getTopPadding=333.0, Translation=-379.0
","Log.i(TAG, ""updateClipping isOverlap:%b, getTopPadding=%.1f, Translation=%.1f"");","updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>","updateClipping isOverlap:<*>, getTopPadding=%.1f, Translation=%.1f"
"03-17 16:13:46.339  2227  2227 I StackScrollAlgorithm: updateDimmedActivatedHideSensitive overlap:true
","Log.i(TAG, ""updateDimmedActivatedHideSensitive overlap:true"");",updateDimmedActivatedHideSensitive overlap:<*>,updateDimmedActivatedHideSensitive overlap:true
"03-17 16:13:46.350  2227  2227 I PhoneStatusBar: suspendAutohide
","Log.i(TAG, ""suspendAutohide"");",suspendAutohide,suspendAutohide
"03-17 16:13:46.352  2227  2227 I StackScrollAlgorithm: overlapAmount:5.0, previousNotificationEnd:0.0, newYTranslation:-5.0, location:4, i:0, getTopPadding:333.0, getLocationOnScreen():-338
","Log.i(TAG, ""overlapAmount:%f, previousNotificationEnd:%f, newYTranslation:%f, location:%d, i:%d, getTopPadding:%f, getLocationOnScreen():%d"", overlapAmount, previousNotificationEnd, newYTranslation, location, i, getTopPadding, getLocationOnScreen());","overlapAmount:<*>, previousNotificationEnd:<*>, newYTranslation:<*>, location:<*>, i:<*>, getTopPadding:<*>, getLocationOnScreen():<*>","overlapAmount:<*>, previousNotificationEnd:<*>, newYTranslation:<*>, location:<*>, i:<*>, getTopPadding:<*>, getLocationOnScreen():<*>"
"03-17 16:13:46.352  2227  2227 I StackScrollAlgorithm: state.clipTopAmount:-1, i:0
","Log.i(TAG, ""state.clipTopAmount:%d, i:%d"", state.clipTopAmount, i);","state.clipTopAmount:<*>, i:<*>","state.clipTopAmount:<*>, i:<*>"
"03-17 16:13:46.352  2227  2227 I StackScrollAlgorithm: updateClipping isOverlap:true, getTopPadding=333.0, Translation=-338.0
","Log.i(TAG, ""updateClipping isOverlap:%b, getTopPadding=%.1f, Translation=%.1f"", true, 333.0, -338.0);","updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>","updateClipping isOverlap:<*>, getTopPadding=%.1f, Translation=%.1f"
"03-17 16:13:46.352  2227  2227 I StackScrollAlgorithm: updateDimmedActivatedHideSensitive overlap:true
","Log.i(TAG, ""updateDimmedActivatedHideSensitive overlap:true"");",updateDimmedActivatedHideSensitive overlap:<*>,updateDimmedActivatedHideSensitive overlap:true
"03-17 16:13:46.368  2227  2227 I PhoneStatusBar: suspendAutohide
","Log.i(TAG, ""suspendAutohide"");",suspendAutohide,suspendAutohide
"03-17 16:13:46.370  2227  2227 I StackScrollAlgorithm: updateClipping isOverlap:false, getTopPadding=333.0, Translation=-293.0
","Log.i(TAG, ""updateClipping isOverlap:%b, getTopPadding=%.1f, Translation=%.1f"", false, 333.0, -293.0);","updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>","updateClipping isOverlap:<*>, getTopPadding=%.1f, Translation=%.1f"
"03-17 16:13:46.370  2227  2227 I StackScrollAlgorithm: updateDimmedActivatedHideSensitive overlap:false
","Log.i(TAG, ""updateDimmedActivatedHideSensitive overlap:false"");",updateDimmedActivatedHideSensitive overlap:<*>,updateDimmedActivatedHideSensitive overlap:false
"03-17 16:13:46.388  2227  2227 I PhoneStatusBar: suspendAutohide
","Log.i(TAG, ""suspendAutohide"");",suspendAutohide,suspendAutohide
"03-17 16:13:46.389  2227  2227 I StackScrollAlgorithm: updateClipping isOverlap:false, getTopPadding=333.0, Translation=-250.0
","Log.i(TAG, ""updateClipping isOverlap:%b, getTopPadding=%.1f, Translation=%.1f"");","updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>","updateClipping isOverlap:<*>, getTopPadding=%.1f, Translation=%.1f"
"03-17 16:13:46.389  2227  2227 I StackScrollAlgorithm: updateDimmedActivatedHideSensitive overlap:false
","Log.i(TAG, ""updateDimmedActivatedHideSensitive overlap:"" + overlap);",updateDimmedActivatedHideSensitive overlap:<*>,updateDimmedActivatedHideSensitive overlap:
"03-17 16:13:46.394  2227  2227 I PhoneStatusBar: suspendAutohide
","Log.i(TAG, ""suspendAutohide"");",suspendAutohide,suspendAutohide
"03-17 16:13:46.397  2227  2227 I PhoneStatusBar: suspendAutohide
","Log.i(TAG, ""suspendAutohide"");",suspendAutohide,suspendAutohide
"03-17 16:13:46.398  2227  2227 I PanelView: onTouchEvent::1, x=296.0, y=327.0
","Log.i(TAG, ""onTouchEvent::1, x="" + x + "", y="" + y);","onTouchEvent::<*>, x=<*>, y=<*>","onTouchEvent::1, x="
"03-17 16:13:46.398  2227  2227 I PanelView: cancelPeek: false
","Log.i(TAG, ""cancelPeek: false"");",cancelPeek: <*>,cancelPeek: false
"03-17 16:13:46.398  2227  2227 I PanelView: flingToHeight: vel=2849.079, expand=true, target=553.0, collapseSpeedUpFactor=1.0, expandBecauseOfFalsing=false
","Log.i(TAG, ""flingToHeight: vel=2849.079, expand=true, target=553.0, collapseSpeedUpFactor=1.0, expandBecauseOfFalsing=false"");","flingToHeight: vel=<*>, expand=<*>, target=<*>, collapseSpeedUpFactor=<*>, expandBecauseOfFalsing=<*>","flingToHeight: vel=2849.079, expand=true, target=553.0, collapseSpeedUpFactor=1.0, expandBecauseOfFalsing=false"
"03-17 16:13:46.398  2227  2227 I PanelView: onTrackingStopped: true
","Log.i(TAG, ""onTrackingStopped: true"");",onTrackingStopped: <*>,onTrackingStopped: true
"03-17 16:13:46.403  2227  2227 I StackScrollAlgorithm: updateClipping isOverlap:false, getTopPadding=333.0, Translation=-240.0
","Log.i(TAG, ""updateClipping isOverlap:%b, getTopPadding=%.1f, Translation=%.1f"", false, 333.0, -240.0);","updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>","updateClipping isOverlap:<*>, getTopPadding=%.1f, Translation=%.1f"
"03-17 16:13:46.403  2227  2227 I StackScrollAlgorithm: updateDimmedActivatedHideSensitive overlap:false
","Log.i(TAG, ""updateDimmedActivatedHideSensitive overlap:"" + overlap);",updateDimmedActivatedHideSensitive overlap:<*>,updateDimmedActivatedHideSensitive overlap:
"03-17 16:13:46.417  2227  2227 I StackScrollAlgorithm: updateClipping isOverlap:false, getTopPadding=333.0, Translation=-200.0
","Log.i(TAG, ""updateClipping isOverlap:"" + isOverlap + "", getTopPadding="" + topPadding + "", Translation="" + translation);","updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>",updateClipping isOverlap:
"03-17 16:13:46.417  2227  2227 I StackScrollAlgorithm: updateDimmedActivatedHideSensitive overlap:false
","Log.i(TAG, ""updateDimmedActivatedHideSensitive overlap:false"");",updateDimmedActivatedHideSensitive overlap:<*>,updateDimmedActivatedHideSensitive overlap:false
"03-17 16:13:46.435  2227  2227 I StackScrollAlgorithm: updateClipping isOverlap:false, getTopPadding=333.0, Translation=-168.0
","Log.i(TAG, ""updateClipping isOverlap:%b, getTopPadding=%.1f, Translation=%.1f"");","updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>","updateClipping isOverlap:<*>, getTopPadding=%.1f, Translation=%.1f"
"03-17 16:13:46.435  2227  2227 I StackScrollAlgorithm: updateDimmedActivatedHideSensitive overlap:false
","Log.i(TAG, ""updateDimmedActivatedHideSensitive overlap:false"");",updateDimmedActivatedHideSensitive overlap:<*>,updateDimmedActivatedHideSensitive overlap:false
"03-17 16:13:46.451  2227  2227 I StackScrollAlgorithm: updateClipping isOverlap:false, getTopPadding=333.0, Translation=-139.0
","Log.i(TAG, ""updateClipping isOverlap:%b, getTopPadding=%.1f, Translation=%.1f"");","updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>","updateClipping isOverlap:<*>, getTopPadding=%.1f, Translation=%.1f"
"03-17 16:13:46.451  2227  2227 I StackScrollAlgorithm: updateDimmedActivatedHideSensitive overlap:false
","Log.i(TAG, ""updateDimmedActivatedHideSensitive overlap:false"");",updateDimmedActivatedHideSensitive overlap:<*>,updateDimmedActivatedHideSensitive overlap:false
"03-17 16:13:46.468  2227  2227 I StackScrollAlgorithm: updateClipping isOverlap:false, getTopPadding=333.0, Translation=-113.0
","Log.i(TAG, ""updateClipping isOverlap:%b, getTopPadding=%.1f, Translation=%.1f"", false, 333.0, -113.0);","updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>","updateClipping isOverlap:<*>, getTopPadding=%.1f, Translation=%.1f"
"03-17 16:13:46.468  2227  2227 I StackScrollAlgorithm: updateDimmedActivatedHideSensitive overlap:false
","Log.i(TAG, ""updateDimmedActivatedHideSensitive overlap:"" + overlap);",updateDimmedActivatedHideSensitive overlap:<*>,updateDimmedActivatedHideSensitive overlap:
"03-17 16:13:46.486  2227  2227 I StackScrollAlgorithm: updateClipping isOverlap:false, getTopPadding=333.0, Translation=-90.0
","Log.i(TAG, ""updateClipping isOverlap:%b, getTopPadding=%.1f, Translation=%.1f"", false, 333.0, -90.0);","updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>","updateClipping isOverlap:<*>, getTopPadding=%.1f, Translation=%.1f"
"03-17 16:13:46.486  2227  2227 I StackScrollAlgorithm: updateDimmedActivatedHideSensitive overlap:false
","Log.i(TAG, ""updateDimmedActivatedHideSensitive overlap:false"");",updateDimmedActivatedHideSensitive overlap:<*>,updateDimmedActivatedHideSensitive overlap:false
"03-17 16:13:46.502  2227  2227 I StackScrollAlgorithm: updateClipping isOverlap:false, getTopPadding=333.0, Translation=-72.0
","Log.i(TAG, ""updateClipping isOverlap:%b, getTopPadding=%.1f, Translation=%.1f"", false, 333.0, -72.0);","updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>","updateClipping isOverlap:<*>, getTopPadding=%.1f, Translation=%.1f"
"03-17 16:13:46.502  2227  2227 I StackScrollAlgorithm: updateDimmedActivatedHideSensitive overlap:false
","Log.i(TAG, ""updateDimmedActivatedHideSensitive overlap:false"");",updateDimmedActivatedHideSensitive overlap:<*>,updateDimmedActivatedHideSensitive overlap:false
"03-17 16:13:46.518  2227  2227 I StackScrollAlgorithm: updateClipping isOverlap:false, getTopPadding=333.0, Translation=-55.0
","Log.i(TAG, ""updateClipping isOverlap:%b, getTopPadding=%.1f, Translation=%.1f"");","updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>","updateClipping isOverlap:<*>, getTopPadding=%.1f, Translation=%.1f"
"03-17 16:13:46.518  2227  2227 I StackScrollAlgorithm: updateDimmedActivatedHideSensitive overlap:false
","Log.i(TAG, ""updateDimmedActivatedHideSensitive overlap:false"");",updateDimmedActivatedHideSensitive overlap:<*>,updateDimmedActivatedHideSensitive overlap:false
"03-17 16:13:46.535  2227  2227 I StackScrollAlgorithm: updateClipping isOverlap:false, getTopPadding=333.0, Translation=-40.0
","Log.i(TAG, ""updateClipping isOverlap:%b, getTopPadding=%.1f, Translation=%.1f"");","updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>","updateClipping isOverlap:<*>, getTopPadding=%.1f, Translation=%.1f"
"03-17 16:13:46.535  2227  2227 I StackScrollAlgorithm: updateDimmedActivatedHideSensitive overlap:false
","Log.i(TAG, ""updateDimmedActivatedHideSensitive overlap:false"");",updateDimmedActivatedHideSensitive overlap:<*>,updateDimmedActivatedHideSensitive overlap:false
"03-17 16:13:46.551  2227  2227 I StackScrollAlgorithm: updateClipping isOverlap:false, getTopPadding=333.0, Translation=-29.0
","Log.i(TAG, ""updateClipping isOverlap:"" + isOverlap + "", getTopPadding="" + topPadding + "", Translation="" + translation);","updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>",updateClipping isOverlap:
"03-17 16:13:46.551  2227  2227 I StackScrollAlgorithm: updateDimmedActivatedHideSensitive overlap:false
","Log.i(TAG, ""updateDimmedActivatedHideSensitive overlap:false"");",updateDimmedActivatedHideSensitive overlap:<*>,updateDimmedActivatedHideSensitive overlap:false
